incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Virginia Public Engines Shapes - srfu-ji83
829424522,2016-00017819,9/27/16 23:48,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),23,Tuesday,Assault,
829424912,2016-00017951,9/29/16 16:20,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),16,Thursday,Theft,
829424671,2016-00017959,9/29/16 19:24,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),19,Thursday,Theft,
829424913,2016-00018006,9/30/16 13:42,LARCENY:OTHER,LARCENY:OTHER,,300 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.0338717,-78.5105826,12/20/17 18:23,12/20/17 22:16,POINT (-78.51058259999999 38.0338717),13,Friday,Theft,361237
829424521,2016-00018010,9/30/16 16:30,SIMPLE ASSAULT,SIMPLE ASSAULT,,1400 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0340277,-78.5000549,12/20/17 18:23,12/20/17 22:16,POINT (-78.5000549 38.0340277),16,Friday,Assault,361237
829424809,2016-00018022,9/30/16 21:27,THEFT FROM MOTOR VEHICLE,THEFT FROM MOTOR VEHICLE,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),21,Friday,Theft from Vehicle,
829425639,2016-00018180,10/3/16 1:51,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block WEST MAIN STREET,,CHARLOTTESVILLE,VA,22903,,38.0334686,-78.4969465,12/20/17 18:23,12/20/17 22:16,POINT (-78.49694649999999 38.0334686),1,Monday,Property Crime,
829424520,2016-00018259,10/3/16 21:45,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),21,Monday,Assault,
829424675,2016-00018286,10/4/16 8:40,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),8,Tuesday,Theft,
829424674,2016-00018287,10/4/16 8:52,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),8,Tuesday,Theft,
829424673,2016-00018285,10/4/16 9:14,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),9,Tuesday,Theft,
829424672,2016-00018295,10/4/16 14:35,THEFT FROM BUILDING,THEFT FROM BUILDING,,200 Block SPRIGG LN,,CHARLOTTESVILLE,VA,22903,,38.0387246,-78.5079613,12/20/17 18:23,12/20/17 22:16,POINT (-78.50796129999999 38.03872459999999),14,Tuesday,Theft,
829424518,2016-00018386,10/6/16 0:19,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),0,Thursday,Assault,
829424676,2016-00018417,10/6/16 16:30,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),16,Thursday,Theft,
829424519,2016-00018503,10/7/16 22:25,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),22,Friday,Assault,
829424517,2016-00018531,10/8/16 1:50,SIMPLE ASSAULT,SIMPLE ASSAULT,,1400 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0344945,-78.5000323,12/20/17 18:23,12/20/17 22:16,POINT (-78.50003230000002 38.0344945),1,Saturday,Assault,
829425228,2016-00018699,10/10/16 0:42,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1 Block HANCOCK DRIVE,,CHARLOTTESVILLE,VA,22903,,38.036174,-78.5120754,12/20/17 18:23,12/20/17 22:16,POINT (-78.5120754 38.036174),0,Monday,Drugs,361237
829424516,2016-00018768,10/10/16 22:30,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),22,Monday,Assault,
829424911,2016-00018838,10/11/16 16:48,LARCENY:OTHER,LARCENY:OTHER,,1 Block W LAWN,,CHARLOTTESVILLE,VA,22903,,38.0352422,-78.5036059,12/20/17 18:23,12/20/17 22:16,POINT (-78.5036059 38.0352422),16,Tuesday,Theft,361237
829424653,2016-00018891,10/12/16 8:10,BURGLARY/B&E,BURGLARY/B&E,,500 Block SEYMOUR RD,,CHARLOTTESVILLE,VA,22903,,38.0494039,-78.5102141,12/20/17 18:23,12/20/17 22:16,POINT (-78.51021410000001 38.04940390000001),8,Wednesday,Breaking & Entering,361237
829424652,2016-00018893,10/12/16 11:15,BURGLARY/B&E,BURGLARY/B&E,,300 Block REED LN,,CHARLOTTESVILLE,VA,22903,,38.0452676,-78.5233381,12/20/17 18:23,12/20/17 22:16,POINT (-78.52333809999999 38.0452676),11,Wednesday,Breaking & Entering,361237
829424515,2016-00018973,10/13/16 7:33,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),7,Thursday,Assault,
829425229,2016-00019011,10/13/16 21:25,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,200 Block SPRIGG LN,,CHARLOTTESVILLE,VA,22903,,38.0387274,-78.5079733,12/20/17 18:23,12/20/17 22:16,POINT (-78.5079733 38.0387274),21,Thursday,Drugs,
829425227,2016-00019084,10/14/16 18:03,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,700 Block ALDERMAN ROAD,,CHARLOTTESVILLE,VA,22903,,38.0325028,-78.514621,12/20/17 18:23,12/20/17 22:16,POINT (-78.51462099999999 38.0325028),18,Friday,Drugs,361237
829425640,2016-00019124,10/15/16 3:15,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,400 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22904,,38.0342824,-78.5119183,12/20/17 18:23,12/20/17 22:16,POINT (-78.51191829999999 38.0342824),3,Saturday,Property Crime,361237
829424908,2016-00019165,10/15/16 21:54,LARCENY:OTHER,LARCENY:OTHER,,1 Block BONNYCASTLE DR,,CHARLOTTESVILLE,VA,22903,,38.0355191,-78.5102707,12/20/17 18:23,12/20/17 22:16,POINT (-78.51027069999999 38.03551909999999),21,Saturday,Theft,361237
829425230,2016-00019173,10/16/16 1:20,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,600 Block RESERVIOR RD,,CHARLOTTESVILLE,VA,22903,,38.0254047,-78.5332251,12/20/17 18:23,12/20/17 22:16,POINT (-78.5332251 38.0254047),1,Sunday,Drugs,
829424677,2016-00019321,10/17/16 19:30,THEFT FROM BUILDING,THEFT FROM BUILDING,,500 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.034771,-78.5166524,12/20/17 18:23,12/20/17 22:16,POINT (-78.5166524 38.034771),19,Monday,Theft,361237
829424909,2016-00019381,10/18/16 7:48,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),7,Tuesday,Theft,
829424406,2016-00019385,10/18/16 9:01,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0317814,-78.4996818,12/20/17 18:23,12/20/17 22:16,POINT (-78.49968179999999 38.0317814),9,Tuesday,Kidnapping,
829425642,2016-00019459,10/19/16 15:41,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,2100 Block BARRICKS,,CHARLOTTESVILLE,VA,22903,,38.0557077,-78.5036813,12/20/17 18:23,12/20/17 22:16,POINT (-78.5036813 38.0557077),15,Wednesday,Property Crime,
829425641,2016-00019520,10/20/16 12:30,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,300 Block NORRIS,,CHARLOTTESVILLE,VA,22903,,38.0300407,-78.5194237,12/20/17 18:23,12/20/17 22:16,POINT (-78.51942369999999 38.0300407),12,Thursday,Property Crime,361237
829424512,2016-00019559,10/21/16 2:34,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),2,Friday,Assault,
829424513,2016-00019591,10/21/16 8:18,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),8,Friday,Assault,
829424910,2016-00019626,10/21/16 22:39,LARCENY:OTHER,LARCENY:OTHER,,400 Block FLOYD DR,,CHARLOTTESVILLE,VA,22903,,38.0288518,-78.5175597,12/20/17 18:23,12/20/17 22:16,POINT (-78.51755969999999 38.0288518),22,Friday,Theft,361237
829424651,2016-00019800,10/24/16 9:57,BURGLARY/B&E,BURGLARY/B&E,,600 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22903,,38.0332457,-78.5213235,12/20/17 18:23,12/20/17 22:16,POINT (-78.5213235 38.03324569999999),9,Monday,Breaking & Entering,361237
829424514,2016-00019902,10/25/16 22:19,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),22,Tuesday,Assault,
829424907,2016-00020035,10/27/16 12:45,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),12,Thursday,Theft,
829424405,2016-00020039,10/27/16 15:10,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,,400 Block TREE HOUSE DR,,CHARLOTTESVILLE,VA,22903,,38.0334465,-78.5149304,12/20/17 18:23,12/20/17 22:16,POINT (-78.5149304 38.0334465),15,Thursday,Kidnapping,361237
829424899,2016-00020063,10/27/16 20:30,LARCENY:OTHER,LARCENY:OTHER,,1300 Block LEE ST,,CHARLOTTESVILLE,VA,22903,,38.0313639,-78.4989202,12/20/17 18:23,12/20/17 22:16,POINT (-78.4989202 38.0313639),20,Thursday,Theft,
829425225,2016-00020091,10/28/16 2:13,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1600 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0354547,-78.5010365,12/20/17 18:23,12/20/17 22:16,POINT (-78.5010365 38.0354547),2,Friday,Drugs,
829424900,2016-00020124,10/28/16 15:20,LARCENY:OTHER,LARCENY:OTHER,,400 Block WHITEHEAD RD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 18:23,12/20/17 22:16,POINT (-78.5134903 38.0328803),15,Friday,Theft,361237
829424438,2016-00020193,10/29/16 15:20,ROBBERY,ROBBERY,,700 Block ALDERMAN RD,,CHARLOTTESVILLE,VA,22903,,38.0308511,-78.515509,12/20/17 18:23,12/20/17 22:16,POINT (-78.515509 38.0308511),15,Saturday,Robbery,361237
829424508,2016-00020207,10/29/16 22:15,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),22,Saturday,Assault,
829424507,2016-00020237,10/30/16 7:51,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),7,Sunday,Assault,
829424669,2016-00020254,10/30/16 14:42,THEFT FROM BUILDING,THEFT FROM BUILDING,,200 Block SPRIG LN,,CHARLOTTESVILLE,VA,22903,,38.0441135,-78.5994595,12/20/17 18:23,12/20/17 22:16,POINT (-78.5994595 38.0441135),14,Sunday,Theft,
829425006,2016-00020249,10/30/16 15:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,,100 Block BAYLY DR,,CHARLOTTESVILLE,VA,22903,,38.0387646,-78.504006,12/20/17 18:23,12/20/17 22:16,POINT (-78.50400599999999 38.0387646),15,Sunday,Theft of Vehicle,361237
829425643,2016-00020274,10/30/16 22:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,600 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22903,,38.0332457,-78.5213235,12/20/17 18:23,12/20/17 22:16,POINT (-78.5213235 38.03324569999999),22,Sunday,Property Crime,361237
829424506,2016-00020325,10/31/16 18:04,SIMPLE ASSAULT,SIMPLE ASSAULT,,2000 Block IVY RD,,CHARLOTTESVILLE,VA,22903,,38.0420066,-78.5104914,12/20/17 18:23,12/20/17 22:16,POINT (-78.51049139999999 38.0420066),18,Monday,Assault,
829424902,2016-00020333,10/31/16 19:25,LARCENY:OTHER,LARCENY:OTHER,,1800 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0365826,-78.5029444,12/20/17 18:23,12/20/17 22:16,POINT (-78.50294439999999 38.0365826),19,Monday,Theft,
829425224,2016-00020349,11/1/16 0:05,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,400 Block LAMBETH,,CHARLOTTESVILLE,VA,22903,,38.0420952,-78.5052113,12/20/17 18:23,12/20/17 22:16,POINT (-78.5052113 38.0420952),0,Tuesday,Drugs,361237
829424903,2016-00020424,11/2/16 0:02,LARCENY:OTHER,LARCENY:OTHER,,400 Block WHITEHEAD ROAD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 18:23,12/20/17 22:16,POINT (-78.5134903 38.0328803),0,Wednesday,Theft,361237
829424793,2016-00020464,11/2/16 14:27,THEFT FROM COIN-OPERATING MACHINE,THEFT FROM COIN-OPERATING MACHINE,,400 Block EMMET ST SOUTH,,CHARLOTTESVILLE,VA,22903,,38.0363511,-78.5073382,12/20/17 18:23,12/20/17 22:16,POINT (-78.50733819999999 38.0363511),14,Wednesday,Theft,361237
829425223,2016-00020491,11/2/16 21:15,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,100 Block VAUGHN DRIVE,,CHARLOTTESVILLE,VA,,,38.0335529,-78.5079772,12/20/17 18:23,12/20/17 22:16,POINT (-78.5079772 38.0335529),21,Wednesday,Drugs,361237
829425221,2016-00020721,11/6/16 4:27,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,400 Block NORTH EMMETT,,CHARLOTTESVILLE,VA,22903,,38.043707,-78.5049512,12/20/17 18:23,12/20/17 22:16,POINT (-78.5049512 38.043707),4,Sunday,Drugs,
829425259,2016-00020812,11/7/16 13:00,DISORDERLY CONDUCT,DISORDERLY CONDUCT,,200 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.0346371,-78.5056676,12/20/17 18:23,12/20/17 22:16,POINT (-78.5056676 38.0346371),13,Monday,Disorder,361237
829424901,2016-00020813,11/7/16 13:27,LARCENY:OTHER,LARCENY:OTHER,,UNIVERSITY WAY,,CHARLOTTESVILLE,VA,22903,,38.0411035,-78.5020926,12/20/17 18:23,12/20/17 22:16,POINT (-78.50209260000001 38.0411035),13,Monday,Theft,361237
830973778,2018-00000392,1/5/18 17:51,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,,,38.031,-78.4985,1/6/18 4:08,7/8/18 20:22,POINT (-78.4985 38.031),17,Friday,Theft,
829425222,2016-00020931,11/9/16 3:18,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,OLD RESEVOIR ROAD,,CHARLOTTESVILLE,VA,22903,,38.0347717,-78.5190639,12/20/17 18:23,12/20/17 22:16,POINT (-78.51906389999999 38.0347717),3,Wednesday,Drugs,361237
829424810,2016-00020992,11/9/16 20:00,THEFT FROM MOTOR VEHICLE,THEFT FROM MOTOR VEHICLE,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0319188,-78.49866,12/20/17 18:23,12/20/17 22:16,POINT (-78.49866 38.0319188),20,Wednesday,Theft from Vehicle,
829424510,2016-00021385,11/15/16 10:00,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0324114,-78.4990351,12/20/17 18:23,12/20/17 22:16,POINT (-78.4990351 38.0324114),10,Tuesday,Assault,
829425645,2016-00021461,11/16/16 13:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1300 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0313639,-78.4989202,12/20/17 18:23,12/20/17 22:16,POINT (-78.4989202 38.0313639),13,Wednesday,Property Crime,
829424670,2016-00021487,11/16/16 22:40,THEFT FROM BUILDING,THEFT FROM BUILDING,,400 Block WHITEHEAD ROAD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 18:23,12/20/17 22:16,POINT (-78.5134903 38.0328803),22,Wednesday,Theft,361237
829425646,2016-00021540,11/17/16 5:55,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),5,Thursday,Property Crime,
829424906,2016-00021545,11/17/16 10:11,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),10,Thursday,Theft,
829424905,2016-00021560,11/17/16 16:41,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE STREET 8 NORTH,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),16,Thursday,Theft,
829424904,2016-00021561,11/17/16 18:00,LARCENY:OTHER,LARCENY:OTHER,,400 Block TREEHOUSE DR,,CHARLOTTESVILLE,VA,22903,,38.0334465,-78.5149304,12/20/17 18:23,12/20/17 22:16,POINT (-78.5149304 38.0334465),18,Thursday,Theft,361237
829425648,2016-00021595,11/18/16 2:53,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1 Block ELLIEWOOD AVE,,CHARLOTTESVILLE,VA,22903,,38.0363195,-78.500135,12/20/17 18:23,12/20/17 22:16,POINT (-78.500135 38.0363195),2,Friday,Property Crime,
829425644,2016-00021694,11/19/16 5:22,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,JEFFERSON PARK AVE & LEE ST,,CHARLOTTESVILLE,VA,22903,,38.0326445,-78.4998657,12/20/17 18:23,12/20/17 22:16,POINT (-78.4998657 38.0326445),5,Saturday,Property Crime,361237
829425226,2016-00022263,11/28/16 6:25,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1900 Block IVY ROAD,,CHARLOTTESVILLE,VA,22903,,38.0398351,-78.5066441,12/20/17 18:23,12/20/17 22:16,POINT (-78.5066441 38.0398351),6,Monday,Drugs,
829424509,2016-00022297,11/28/16 21:45,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),21,Monday,Assault,
829424893,2016-00022348,11/29/16 19:10,LARCENY:OTHER,LARCENY:OTHER,,400 Block TREE HOUSE,,CHARLOTTESVILLE,VA,22903,,38.0333076,-78.516238,12/20/17 18:23,12/20/17 22:16,POINT (-78.516238 38.0333076),19,Tuesday,Theft,361237
829424650,2016-00022372,11/29/16 23:15,BURGLARY/B&E,BURGLARY/B&E,,1 Block BONNYCASTLE DRIVE,,CHARLOTTESVILLE,VA,22903,,38.0355191,-78.5102707,12/20/17 18:23,12/20/17 22:16,POINT (-78.51027069999999 38.03551909999999),23,Tuesday,Breaking & Entering,361237
829425249,2016-00022536,12/2/16 12:20,PORNOGRAPHY/OBSCENE MATERIAL,PORNOGRAPHY/OBSCENE MATERIAL,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),12,Friday,Other Sexual Offense,
829424894,2016-00022546,12/2/16 15:11,LARCENY:OTHER,LARCENY:OTHER,,300 Block MASSIE ROAD,,CHARLOTTESVILLE,VA,22903,,38.045308,-78.509846,12/20/17 18:23,12/20/17 22:16,POINT (-78.50984600000001 38.045308),15,Friday,Theft,361237
829424499,2016-00022550,12/2/16 17:16,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),17,Friday,Assault,
829425197,2016-00022575,12/3/16 6:30,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,900 Block EMMET ST N,,CHARLOTTESVILLE,VA,22903,,38.0482897,-78.5039916,12/20/17 18:23,12/20/17 22:16,POINT (-78.50399159999999 38.0482897),6,Saturday,Drugs,
829424895,2016-00022742,12/5/16 13:49,LARCENY:OTHER,LARCENY:OTHER,,1300 Block JPA,,CHARLOTTESVILLE,VA,22903,,38.0320396,-78.50043,12/20/17 18:23,12/20/17 22:16,POINT (-78.50043 38.0320396),13,Monday,Theft,
829425248,2016-00022748,12/5/16 15:45,PORNOGRAPHY/OBSCENE MATERIAL,PORNOGRAPHY/OBSCENE MATERIAL,,1200 Block W MAIN ST,,CHARLOTTESVILLE,VA,22903,,38.0327705,-78.4973759,12/20/17 18:23,12/20/17 22:16,POINT (-78.4973759 38.0327705),15,Monday,Other Sexual Offense,
829424498,2016-00022754,12/5/16 18:00,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),18,Monday,Assault,
829425625,2016-00022866,12/8/16 6:30,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,400 Block FAULKNER WAY,,CHARLOTTESVILLE,VA,22903,,38.0479751,-78.5135532,12/20/17 18:23,12/20/17 22:16,POINT (-78.51355319999999 38.0479751),6,Thursday,Property Crime,361237
829424680,2016-00022943,12/8/16 12:45,THEFT FROM BUILDING,THEFT FROM BUILDING,,1300 Block JEFFERSON PARK AVE,,CHARLOTTESVILLE,VA,22903,,38.0319792,-78.5007406,12/20/17 18:23,12/20/17 22:16,POINT (-78.5007406 38.03197919999999),12,Thursday,Theft,
829425626,2016-00022949,12/8/16 16:05,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0317814,-78.4996818,12/20/17 18:23,12/20/17 22:16,POINT (-78.49968179999999 38.0317814),16,Thursday,Property Crime,
829424501,2016-00023005,12/9/16 14:45,SIMPLE ASSAULT,SIMPLE ASSAULT,,700 Block ALDERMAN RD,,CHARLOTTESVILLE,VA,22903,,38.0308584,-78.5155051,12/20/17 18:23,12/20/17 22:16,POINT (-78.5155051 38.0308584),14,Friday,Assault,361237
829424898,2016-00023024,12/9/16 20:30,LARCENY:OTHER,LARCENY:OTHER,,100 Block CULBRETH RD,,CHARLOTTESVILLE,VA,22903,,38.0394778,-78.5038805,12/20/17 18:23,12/20/17 22:16,POINT (-78.5038805 38.0394778),20,Friday,Theft,361237
829424679,2016-00023200,12/12/16 17:00,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET STREET,,CHARLOTTESVILLE,VA,22903,,38.0490732,-78.5023069,12/20/17 18:23,12/20/17 22:16,POINT (-78.5023069 38.0490732),17,Monday,Theft,
829424678,2016-00023204,12/12/16 17:30,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET STREET,,CHARLOTTESVILLE,VA,22903,,38.0490732,-78.5023069,12/20/17 18:23,12/20/17 22:16,POINT (-78.5023069 38.0490732),17,Monday,Theft,
829424791,2016-00023244,12/13/16 12:56,THEFT FROM COIN-OPERATING MACHINE,THEFT FROM COIN-OPERATING MACHINE,,1 Block SOUTH LAWN,,CHARLOTTESVILLE,VA,22903,,38.030846,-78.504662,12/20/17 18:23,12/20/17 22:16,POINT (-78.504662 38.030846),12,Tuesday,Theft,
829424792,2016-00023243,12/13/16 12:56,THEFT FROM COIN-OPERATING MACHINE,THEFT FROM COIN-OPERATING MACHINE,,400 Block EMMET STREET SOUTH,,CHARLOTTESVILLE,VA,22903,,38.0363511,-78.5073382,12/20/17 18:23,12/20/17 22:16,POINT (-78.50733819999999 38.0363511),12,Tuesday,Theft,361237
829425624,2016-00023287,12/14/16 5:38,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block STADIUM ROAD,,CHARLOTTESVILLE,VA,22903,,38.0311693,-78.5106381,12/20/17 18:23,12/20/17 22:16,POINT (-78.5106381 38.0311693),5,Wednesday,Property Crime,361237
829424897,2016-00023302,12/14/16 11:30,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0317814,-78.4996818,12/20/17 18:23,12/20/17 22:16,POINT (-78.49968179999999 38.0317814),11,Wednesday,Theft,
829424896,2016-00023309,12/14/16 14:50,LARCENY:OTHER,LARCENY:OTHER,,1300 Block JEFFERSON PARK AVENUE,,CHARLOTTESVILLE,VA,22903,,38.0320396,-78.50043,12/20/17 18:23,12/20/17 22:16,POINT (-78.50043 38.0320396),14,Wednesday,Theft,
